qid,P1087,qal585,S813,S854,S1440
Q161092,2792,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4101588
Q27532074,2303,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4158431
Q27519001,2340,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4164229
Q27532800,2398,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4165489
Q27524643,2358,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4165772
Q27598192,2210,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4165810
Q27526732,2366,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4166027
Q27527166,2384,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4166418
Q27526494,2399,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4167724
Q27598166,2175,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4168020
Q521817,2757,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4168119
Q27530771,2346,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4168712
Q27528631,2328,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4168860
Q27579681,2284,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4169115
Q27533806,2552,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4169530
Q27524842,2390,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4170733
Q27534088,2442,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3403955
Q27534047,2362,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4171900
Q27522982,2308,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4173104
Q27532097,2378,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4173813
Q27526016,2278,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4174810
Q27522397,2323,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4174860
Q28480638,2107,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4175093
Q27526465,2399,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4175247
Q28480645,2009,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4176863
Q27598155,2190,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4177495
Q28480658,2155,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4179730
Q27530266,2390,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,609773
Q27527068,2307,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1401955
Q27532580,2360,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4186303
Q27528357,2425,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4187369
Q27528979,2506,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3507815
Q27579744,2201,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3900495
Q28480181,2038,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4190092
Q28480137,2103,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4195698
Q28480166,2123,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4196864
Q28480180,2104,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4197453
Q28479456,2142,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24111481
Q27525114,2313,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24116025
Q27534484,2303,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4198751
Q27533071,2407,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4199731
Q641271,2431,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4200039
Q18405467,2292,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4200055
Q27526641,2321,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4200217
Q27579691,2156,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4200381
Q6430139,2175,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,8600392
Q27523364,2388,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3001288
Q27525815,2486,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3508811
Q27531162,2448,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4207645
Q28480850,1991,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4207750
Q28480822,2095,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4209958
Q28480826,2078,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4212240
Q27522838,2297,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4213220
Q27529921,2406,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1400657
Q9345589,2357,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1401491
Q27529149,2285,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1402145
Q27526106,2311,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1403702
Q27523261,2267,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4603168
Q27527893,2402,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,422487
Q27528810,2352,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4500695
Q27531608,2321,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,803979
Q28480288,2107,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3517446
Q30309794,2147,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4630602
Q28478798,2124,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12000086
Q27525537,2389,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,305251
Q28480325,1824,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3627640
Q30309763,2293,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4153103
Q3350053,2146,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4500873
Q27526302,2349,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4603745
Q27525997,2462,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4104790
Q16678543,2220,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4108531
Q30310011,2218,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,8800081
Q28479406,1977,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1500988
Q27528913,2344,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1501135
Q4493006,2540,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4151976
Q1608021,2303,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4601700
Q27532115,2330,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4683102
Q1821987,2176,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4135784
Q4312054,2459,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4135830
Q27525675,2411,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4152522
Q27560070,2259,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4152654
Q27530808,2332,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4600630
Q28480728,2115,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5067359
Q3937228,2025,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,801518
Q27533270,2297,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4114965
Q27534443,2366,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4119061
Q27526879,2246,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4124596
Q27534021,2315,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4133366
Q27533675,2293,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4173872
Q27522938,2323,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4174887
Q27523685,2549,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4180887
Q27533940,2399,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,324752
Q28480076,1999,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3412610
Q720660,2445,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3501833
Q27524535,2359,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3901939
Q27534537,2410,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4122240
Q27531912,2432,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4122690
Q27533415,2322,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4126840
Q28480108,2180,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4135075
Q27534622,2380,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4141997
Q28480003,1937,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4149289
Q27526985,2302,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4149920
Q28480682,1996,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4177207
Q27529011,2325,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4500504
Q1651699,2189,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4631110
Q27524468,2318,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,600970
Q27529863,2431,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,637491
Q27525051,2305,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,701203
Q27598324,2035,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,703796
Q23908065,2035,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,704733
Q27524654,2348,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,900958
Q27531766,2422,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,902047
Q2022086,2285,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1011499
Q9312672,2258,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1100637
Q27527425,2301,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1116029
Q15963159,2258,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1116037
Q11728060,1992,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1117815
Q11748607,2460,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1119125
Q27527517,2352,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1127985
Q27580129,2156,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1200682
Q27525016,2426,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1208900
Q27523961,2300,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1209507
Q27523832,2480,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2006758
Q27534169,2344,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2049929
Q27524191,2420,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2106922
Q27579907,2248,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2200660
Q27533874,2384,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2281872
Q30309742,2380,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2601494
Q27529882,2418,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4104595
Q27533080,2361,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4134605
Q500998,2437,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4200853
Q18222366,1872,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4612558
Q2863330,2077,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4623703
Q27530168,2307,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,504653
Q27532208,2352,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,617334
Q30310058,2245,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,721107
Q27533252,2418,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,726559
Q27527049,2368,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,936278
Q27531208,2251,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,936669
Q27531210,2388,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,938165
Q27530253,2323,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,939986
Q27524422,2282,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1017870
Q9251371,2153,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1114158
Q27527730,2266,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1119095
Q352142,2389,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1400100
Q27524053,2345,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1700464
Q3746768,2343,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2016230
Q27529819,2274,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2048434
Q3751041,2370,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2200163
Q472966,2492,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2252627
Q27533816,2273,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2268086
Q27532684,2340,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2900670
Q27579867,2219,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3100120
Q19918054,2075,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3200507
Q28480307,2075,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3819400
Q27526842,2390,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4119185
Q27531727,2305,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4149742
Q9257656,2328,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5300118
Q28480705,2040,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5400384
Q28480771,2325,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,750930
Q27528343,2400,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,902900
Q27528338,2355,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,922501
Q1687713,2199,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1006916
Q30310029,2295,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1007041
Q27525992,2315,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1209167
Q13129267,2175,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1800094
Q27527023,2348,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,900583
Q27525457,2331,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,900630
Q9142369,2225,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1114581
Q11715594,2431,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1119591
Q11713620,2404,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1200100
Q27532726,2331,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1200399
Q27533214,2335,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1201026
Q28478792,1865,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1201840
Q27527624,2355,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1202251
Q1367139,2297,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1203363
Q28478808,2034,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1203584
Q27529852,2312,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1204165
Q28478785,2116,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1206737
Q27530226,2427,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1206826
Q27523128,2475,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1207091
Q27527615,2394,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1207660
Q28481128,2113,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,900427
Q27528877,2402,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,900540
Q27533826,2290,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,900869
Q27522947,2307,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,900990
Q27529816,2378,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,901229
Q1872071,2369,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,901792
Q27524706,2404,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,938220
Q27526890,2323,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,939706
Q27533088,2448,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2601818
Q2267833,2379,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1705997
Q492446,2471,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1900072
Q27525476,2355,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4113390
Q13511993,1645,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4502337
Q92504,2483,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4611500
Q27528856,2326,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,504378
Q27533247,2358,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,936626
Q27528949,2293,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1166760
Q13429904,2456,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14111110
Q16192896,2315,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1800230
Q1935746,2444,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,303224
Q27523439,2299,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,311766
Q27523572,2313,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,315672
Q27526619,2326,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,400645
Q27530211,2349,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,401153
Q27579704,2229,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4402022
Q27526806,2382,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,504319
Q28480710,2119,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5113580
Q27530811,2517,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,937614
Q16944972,2008,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1902970
Q27525872,2338,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,304450
Q27533066,2337,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,407836
Q504014,2539,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,411477
Q28479948,2033,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,411850
Q27531021,2346,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,634921
Q30309772,2151,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,641952
Q27579477,2234,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,901113
Q27530250,2402,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,940313
Q28481091,2096,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,942316
Q27525248,2290,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1407058
Q22570141,2626,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,712779
Q27533111,2317,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,735582
Q11817416,2423,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1106236
Q27533228,2409,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1601385
Q30310001,2420,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1632051
Q27526861,2306,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,302155
Q510911,2583,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4120086
Q27523502,2304,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4121139
Q28480818,2001,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4403436
Q27524467,2347,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,613002
Q465813,2493,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,722901
Q27533861,2303,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,730270
Q27524647,2406,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,809306
Q27524649,2253,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,931306
Q27530639,2309,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,934542
Q13725503,2341,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1604040
Q13798215,2064,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1001345
Q27518704,2386,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1036432
Q950858,2403,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,400629
Q11698838,2287,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,600644
Q27534518,2503,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,912336
Q27533188,2305,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,106402
Q541729,2670,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,409561
Q27524576,2334,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,931713
Q2034887,2434,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,400203
Q27598018,2180,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4120663
Q28480688,2096,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5044634
Q30310060,2200,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,806730
Q1429864,2376,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1618741
Q518749,2369,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,709751
Q3434654,2322,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1400231
Q27529212,2299,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,300462
Q27524246,2385,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,403601
Q27579788,2293,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4121422
Q15694883,2240,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4500083
Q28480748,2046,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,723371
Q27525513,2288,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,740080
Q27533279,2410,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,929247
Q1286880,2518,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,400050
Q27529940,2362,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,401463
Q27525357,2416,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,903060
Q16945209,2189,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4501128
Q27533948,2289,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,934038
Q27524565,2403,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,651893
Q27533732,2309,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1000977
Q27523606,2304,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,101761
Q27526441,2314,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1101161
Q27525339,2349,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1316958
Q27579810,2204,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,300667
Q27579880,2241,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,301019
Q27524185,2302,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,303518
Q4232091,2514,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4121376
Q27598338,2118,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,604534
Q27523637,2300,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,701580
Q28020614,1978,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,720526
